User_ID,Age,Weight_KG,Height_CM,BMI,Fitness_Goal,Diet_Preference,Experience_Level
3998,58,57,160,22.3,Muscle Gain,Vegetarian,Advanced
3999,36,93,191,25.5,Fat Loss,Vegetarian,Advanced
4000,34,72,163,27.1,Fat Loss,Non-Vegetarian,Beginner
4001,25,76,190,21.1,Muscle Gain,Vegetarian,Intermediate
4002,61,100,160,39.1,Weight Maintenance,Non-Vegetarian,Advanced
4003,36,119,152,51.5,Muscle Gain,Vegetarian,Beginner
4004,20,93,179,29.0,Muscle Gain,Vegetarian,Beginner
4005,18,103,190,28.5,Weight Maintenance,Non-Vegetarian,Beginner
4006,28,54,184,15.9,Weight Maintenance,Non-Vegetarian,Beginner
4007,45,96,187,27.5,Muscle Gain,Vegetarian,Beginner
4008,48,53,151,23.2,Weight Maintenance,Non-Vegetarian,Advanced
4009,42,106,156,43.6,Fat Loss,Non-Vegetarian,Intermediate
4010,36,117,166,42.5,Weight Maintenance,Non-Vegetarian,Intermediate
4011,18,93,179,29.0,Fat Loss,Vegetarian,Intermediate
4012,24,85,150,37.8,Muscle Gain,Non-Vegetarian,Intermediate
4013,52,101,199,25.5,Muscle Gain,Vegetarian,Intermediate
4014,44,80,175,26.1,Muscle Gain,Vegetarian,Advanced
4015,60,106,179,33.1,Fat Loss,Vegetarian,Beginner
4016,52,79,160,30.9,Weight Maintenance,Vegetarian,Beginner
4017,47,60,200,15.0,Fat Loss,Non-Vegetarian,Intermediate
4018,30,92,181,28.1,Muscle Gain,Vegetarian,Intermediate
4019,24,107,194,28.4,Fat Loss,Non-Vegetarian,Beginner
4020,56,121,150,53.8,Weight Maintenance,Vegetarian,Beginner
4021,47,96,154,40.5,Muscle Gain,Vegetarian,Beginner
4022,46,77,180,23.8,Muscle Gain,Vegetarian,Beginner
4023,63,60,154,25.3,Weight Maintenance,Non-Vegetarian,Beginner
4024,28,114,198,29.1,Weight Maintenance,Vegetarian,Intermediate
4025,34,125,167,44.8,Muscle Gain,Non-Vegetarian,Advanced
4026,59,68,151,29.8,Fat Loss,Non-Vegetarian,Advanced
4027,54,65,153,27.8,Muscle Gain,Vegetarian,Beginner
4028,55,102,193,27.4,Weight Maintenance,Vegetarian,Intermediate
4029,64,68,185,19.9,Weight Maintenance,Vegetarian,Beginner
4030,37,115,191,31.5,Fat Loss,Vegetarian,Advanced
4031,40,94,187,26.9,Muscle Gain,Vegetarian,Advanced
4032,48,75,191,20.6,Muscle Gain,Vegetarian,Advanced
4033,23,61,157,24.7,Fat Loss,Vegetarian,Advanced
4034,18,100,178,31.6,Weight Maintenance,Vegetarian,Advanced
4035,55,127,167,45.5,Weight Maintenance,Vegetarian,Beginner
4036,28,108,183,32.2,Fat Loss,Non-Vegetarian,Intermediate
4037,46,123,182,37.1,Weight Maintenance,Vegetarian,Intermediate
4038,39,58,200,14.5,Muscle Gain,Vegetarian,Intermediate
4039,34,87,188,24.6,Weight Maintenance,Vegetarian,Advanced
4040,23,55,173,18.4,Fat Loss,Non-Vegetarian,Beginner
4041,19,98,184,28.9,Muscle Gain,Vegetarian,Beginner
4042,37,81,195,21.3,Weight Maintenance,Vegetarian,Beginner
4043,18,119,167,42.7,Muscle Gain,Vegetarian,Beginner
4044,47,87,187,24.9,Fat Loss,Non-Vegetarian,Advanced
4045,30,54,158,21.6,Muscle Gain,Vegetarian,Beginner
4046,62,75,181,22.9,Muscle Gain,Vegetarian,Intermediate
4047,63,82,187,23.4,Fat Loss,Vegetarian,Advanced
4048,54,74,197,19.1,Fat Loss,Non-Vegetarian,Intermediate
4049,57,86,192,23.3,Fat Loss,Vegetarian,Beginner
4050,49,113,173,37.8,Muscle Gain,Non-Vegetarian,Advanced
4051,53,118,161,45.5,Fat Loss,Vegetarian,Intermediate
4052,37,101,174,33.4,Fat Loss,Vegetarian,Beginner
4053,65,72,160,28.1,Fat Loss,Non-Vegetarian,Advanced
4054,64,123,173,41.1,Fat Loss,Vegetarian,Intermediate
4055,40,59,151,25.9,Muscle Gain,Non-Vegetarian,Advanced
4056,42,112,178,35.3,Weight Maintenance,Vegetarian,Intermediate
4057,27,100,183,29.9,Muscle Gain,Vegetarian,Intermediate
4058,57,86,175,28.1,Muscle Gain,Non-Vegetarian,Beginner
4059,56,89,161,34.3,Muscle Gain,Vegetarian,Intermediate
4060,54,123,153,52.5,Weight Maintenance,Vegetarian,Advanced
4061,37,65,161,25.1,Weight Maintenance,Vegetarian,Intermediate
4062,23,115,178,36.3,Fat Loss,Non-Vegetarian,Intermediate
4063,65,113,180,34.9,Muscle Gain,Non-Vegetarian,Advanced
4064,28,78,163,29.4,Muscle Gain,Vegetarian,Intermediate
4065,44,119,189,33.3,Weight Maintenance,Non-Vegetarian,Intermediate
4066,24,127,151,55.7,Muscle Gain,Non-Vegetarian,Advanced
4067,29,51,182,15.4,Fat Loss,Vegetarian,Advanced
4068,38,127,175,41.5,Fat Loss,Non-Vegetarian,Advanced
4069,29,112,178,35.3,Muscle Gain,Vegetarian,Intermediate
4070,51,71,180,21.9,Muscle Gain,Non-Vegetarian,Beginner
4071,42,126,163,47.4,Weight Maintenance,Vegetarian,Intermediate
4072,38,76,193,20.4,Weight Maintenance,Vegetarian,Intermediate
4073,54,91,151,39.9,Muscle Gain,Non-Vegetarian,Intermediate
4074,54,106,168,37.6,Fat Loss,Non-Vegetarian,Intermediate
4075,47,110,160,43.0,Fat Loss,Vegetarian,Advanced
4076,41,96,158,38.5,Muscle Gain,Vegetarian,Intermediate
4077,61,113,186,32.7,Weight Maintenance,Vegetarian,Beginner
4078,28,81,164,30.1,Weight Maintenance,Vegetarian,Intermediate
4079,29,61,162,23.2,Weight Maintenance,Non-Vegetarian,Beginner
4080,65,69,170,23.9,Weight Maintenance,Vegetarian,Advanced
4081,51,96,162,36.6,Weight Maintenance,Non-Vegetarian,Advanced
4082,18,107,186,30.9,Muscle Gain,Non-Vegetarian,Intermediate
4083,42,106,160,41.4,Weight Maintenance,Non-Vegetarian,Advanced
4084,55,65,155,27.1,Weight Maintenance,Vegetarian,Intermediate
4085,35,128,172,43.3,Weight Maintenance,Vegetarian,Beginner
4086,62,89,174,29.4,Fat Loss,Non-Vegetarian,Beginner
4087,43,111,156,45.6,Fat Loss,Vegetarian,Advanced
4088,35,67,164,24.9,Muscle Gain,Vegetarian,Advanced
4089,65,119,152,51.5,Weight Maintenance,Vegetarian,Advanced
4090,37,127,153,54.3,Fat Loss,Vegetarian,Advanced
4091,61,103,175,33.6,Weight Maintenance,Vegetarian,Intermediate
4092,18,122,150,54.2,Muscle Gain,Non-Vegetarian,Advanced
4093,35,90,170,31.1,Muscle Gain,Vegetarian,Advanced
4094,60,112,198,28.6,Muscle Gain,Non-Vegetarian,Intermediate
4095,37,106,177,33.8,Fat Loss,Vegetarian,Beginner
4096,45,92,154,38.8,Muscle Gain,Non-Vegetarian,Intermediate
4097,21,52,186,15.0,Fat Loss,Non-Vegetarian,Advanced
4098,25,89,178,28.1,Fat Loss,Non-Vegetarian,Intermediate
4099,22,92,196,23.9,Fat Loss,Vegetarian,Intermediate
4100,27,68,165,25.0,Weight Maintenance,Vegetarian,Beginner
4101,34,88,165,32.3,Weight Maintenance,Non-Vegetarian,Intermediate
4102,49,75,189,21.0,Weight Maintenance,Vegetarian,Intermediate
4103,39,112,172,37.9,Muscle Gain,Vegetarian,Intermediate
4104,34,68,179,21.2,Fat Loss,Vegetarian,Advanced
4105,18,57,175,18.6,Fat Loss,Vegetarian,Beginner
4106,36,106,194,28.2,Muscle Gain,Vegetarian,Advanced
4107,54,81,156,33.3,Fat Loss,Vegetarian,Advanced
4108,36,103,164,38.3,Fat Loss,Vegetarian,Intermediate
4109,50,89,174,29.4,Weight Maintenance,Vegetarian,Beginner
4110,43,54,154,22.8,Weight Maintenance,Non-Vegetarian,Beginner
4111,24,67,195,17.6,Muscle Gain,Vegetarian,Advanced
4112,62,107,151,46.9,Fat Loss,Non-Vegetarian,Intermediate
4113,34,51,169,17.9,Fat Loss,Non-Vegetarian,Beginner
4114,31,84,181,25.6,Fat Loss,Non-Vegetarian,Advanced
4115,65,106,165,38.9,Muscle Gain,Non-Vegetarian,Beginner
4116,42,93,172,31.4,Fat Loss,Vegetarian,Advanced
4117,36,120,193,32.2,Muscle Gain,Vegetarian,Beginner
4118,55,111,164,41.3,Weight Maintenance,Vegetarian,Intermediate
4119,58,65,155,27.1,Muscle Gain,Vegetarian,Beginner
4120,55,122,182,36.8,Muscle Gain,Vegetarian,Beginner
4121,36,115,175,37.6,Muscle Gain,Vegetarian,Beginner
4122,40,86,186,24.9,Fat Loss,Vegetarian,Beginner
4123,32,98,175,32.0,Muscle Gain,Vegetarian,Beginner
4124,45,99,177,31.6,Weight Maintenance,Vegetarian,Intermediate
4125,46,111,155,46.2,Fat Loss,Vegetarian,Intermediate
4126,63,59,179,18.4,Muscle Gain,Non-Vegetarian,Advanced
4127,59,99,194,26.3,Muscle Gain,Vegetarian,Advanced
4128,33,59,173,19.7,Fat Loss,Non-Vegetarian,Intermediate
4129,55,88,157,35.7,Weight Maintenance,Vegetarian,Beginner
4130,28,118,157,47.9,Muscle Gain,Vegetarian,Beginner
4131,19,109,164,40.5,Fat Loss,Vegetarian,Advanced
4132,32,92,152,39.8,Fat Loss,Vegetarian,Intermediate
4133,41,127,191,34.8,Fat Loss,Vegetarian,Advanced
4134,50,114,172,38.5,Weight Maintenance,Vegetarian,Intermediate
4135,27,56,190,15.5,Fat Loss,Vegetarian,Advanced
4136,34,80,189,22.4,Muscle Gain,Vegetarian,Beginner
4137,64,107,190,29.6,Muscle Gain,Vegetarian,Advanced
4138,37,106,180,32.7,Weight Maintenance,Vegetarian,Intermediate
4139,48,75,168,26.6,Muscle Gain,Vegetarian,Beginner
4140,61,79,171,27.0,Muscle Gain,Non-Vegetarian,Beginner
4141,63,103,178,32.5,Fat Loss,Non-Vegetarian,Intermediate
4142,38,119,153,50.8,Muscle Gain,Non-Vegetarian,Beginner
4143,46,109,183,32.5,Weight Maintenance,Vegetarian,Beginner
4144,43,54,184,15.9,Weight Maintenance,Vegetarian,Beginner
4145,58,86,168,30.5,Weight Maintenance,Vegetarian,Beginner
4146,55,93,169,32.6,Fat Loss,Vegetarian,Advanced
4147,57,58,179,18.1,Weight Maintenance,Vegetarian,Beginner
4148,43,51,187,14.6,Muscle Gain,Vegetarian,Beginner
4149,47,125,179,39.0,Muscle Gain,Vegetarian,Beginner
4150,37,116,170,40.1,Muscle Gain,Non-Vegetarian,Advanced
4151,58,52,176,16.8,Muscle Gain,Vegetarian,Intermediate
4152,54,56,193,15.0,Muscle Gain,Vegetarian,Beginner
4153,36,70,194,18.6,Weight Maintenance,Vegetarian,Advanced
4154,38,64,173,21.4,Weight Maintenance,Vegetarian,Beginner
4155,61,98,167,35.1,Weight Maintenance,Non-Vegetarian,Intermediate
4156,37,55,153,23.5,Muscle Gain,Non-Vegetarian,Intermediate
4157,55,112,156,46.0,Fat Loss,Non-Vegetarian,Intermediate
4158,63,90,182,27.2,Muscle Gain,Non-Vegetarian,Beginner
4159,53,123,166,44.6,Fat Loss,Non-Vegetarian,Beginner
4160,23,92,157,37.3,Fat Loss,Vegetarian,Advanced
4161,33,95,155,39.5,Muscle Gain,Non-Vegetarian,Intermediate
4162,45,54,169,18.9,Fat Loss,Vegetarian,Beginner
4163,44,125,157,50.7,Fat Loss,Vegetarian,Beginner
4164,24,81,182,24.5,Muscle Gain,Vegetarian,Beginner
4165,60,94,169,32.9,Muscle Gain,Non-Vegetarian,Intermediate
4166,50,125,167,44.8,Fat Loss,Vegetarian,Intermediate
4167,55,119,198,30.4,Muscle Gain,Vegetarian,Advanced
4168,52,71,159,28.1,Fat Loss,Vegetarian,Beginner
4169,28,60,161,23.1,Weight Maintenance,Vegetarian,Intermediate
4170,27,74,163,27.9,Fat Loss,Vegetarian,Beginner
4171,61,106,150,47.1,Fat Loss,Non-Vegetarian,Advanced
4172,37,50,196,13.0,Weight Maintenance,Non-Vegetarian,Beginner
4173,61,94,168,33.3,Muscle Gain,Vegetarian,Intermediate
4174,22,56,164,20.8,Fat Loss,Non-Vegetarian,Advanced
4175,31,80,185,23.4,Fat Loss,Non-Vegetarian,Beginner
4176,64,99,180,30.6,Fat Loss,Vegetarian,Advanced
4177,65,129,174,42.6,Weight Maintenance,Vegetarian,Advanced
4178,45,60,186,17.3,Muscle Gain,Vegetarian,Advanced
4179,50,61,182,18.4,Weight Maintenance,Vegetarian,Beginner
4180,29,80,166,29.0,Fat Loss,Vegetarian,Intermediate
4181,19,82,199,20.7,Weight Maintenance,Vegetarian,Beginner
4182,19,72,189,20.2,Weight Maintenance,Non-Vegetarian,Beginner
4183,39,103,179,32.1,Fat Loss,Vegetarian,Beginner
4184,27,90,183,26.9,Fat Loss,Vegetarian,Intermediate
4185,31,64,164,23.8,Weight Maintenance,Non-Vegetarian,Beginner
4186,19,67,162,25.5,Muscle Gain,Vegetarian,Advanced
4187,25,78,186,22.5,Muscle Gain,Vegetarian,Intermediate
4188,53,116,179,36.2,Weight Maintenance,Non-Vegetarian,Intermediate
4189,59,120,183,35.8,Fat Loss,Non-Vegetarian,Advanced
4190,58,128,190,35.5,Weight Maintenance,Non-Vegetarian,Intermediate
4191,25,75,192,20.3,Fat Loss,Non-Vegetarian,Intermediate
4192,55,61,162,23.2,Weight Maintenance,Non-Vegetarian,Beginner
4193,43,62,173,20.7,Fat Loss,Vegetarian,Intermediate
4194,59,118,179,36.8,Fat Loss,Vegetarian,Intermediate
4195,58,60,191,16.4,Fat Loss,Vegetarian,Advanced
4196,22,111,190,30.7,Weight Maintenance,Vegetarian,Intermediate
4197,41,119,156,48.9,Weight Maintenance,Non-Vegetarian,Advanced
4198,60,98,171,33.5,Fat Loss,Non-Vegetarian,Beginner
4199,47,78,153,33.3,Weight Maintenance,Vegetarian,Advanced
4200,32,54,199,13.6,Weight Maintenance,Vegetarian,Advanced
4201,48,77,198,19.6,Muscle Gain,Vegetarian,Beginner
4202,34,50,174,16.5,Fat Loss,Vegetarian,Advanced
4203,63,107,162,40.8,Fat Loss,Vegetarian,Beginner
4204,41,78,155,32.5,Muscle Gain,Vegetarian,Beginner
4205,39,95,153,40.6,Muscle Gain,Vegetarian,Beginner
4206,26,107,172,36.2,Weight Maintenance,Vegetarian,Beginner
4207,27,110,188,31.1,Weight Maintenance,Non-Vegetarian,Intermediate
4208,20,122,176,39.4,Fat Loss,Vegetarian,Advanced
4209,39,103,174,34.0,Weight Maintenance,Vegetarian,Beginner
4210,27,56,166,20.3,Fat Loss,Vegetarian,Beginner
4211,33,71,191,19.5,Fat Loss,Vegetarian,Intermediate
4212,39,88,151,38.6,Muscle Gain,Vegetarian,Intermediate
4213,52,115,171,39.3,Muscle Gain,Non-Vegetarian,Advanced
4214,53,97,200,24.2,Muscle Gain,Vegetarian,Intermediate
4215,51,73,171,25.0,Muscle Gain,Vegetarian,Advanced
4216,65,102,159,40.3,Weight Maintenance,Non-Vegetarian,Advanced
4217,40,99,187,28.3,Muscle Gain,Vegetarian,Intermediate
4218,61,122,166,44.3,Muscle Gain,Vegetarian,Intermediate
4219,42,103,163,38.8,Fat Loss,Vegetarian,Advanced
4220,29,92,168,32.6,Fat Loss,Vegetarian,Advanced
4221,54,58,154,24.5,Fat Loss,Vegetarian,Advanced
4222,57,111,192,30.1,Weight Maintenance,Non-Vegetarian,Beginner
4223,28,80,196,20.8,Muscle Gain,Vegetarian,Advanced
4224,63,68,179,21.2,Fat Loss,Vegetarian,Intermediate
4225,42,51,171,17.4,Fat Loss,Vegetarian,Intermediate
4226,55,58,171,19.8,Fat Loss,Non-Vegetarian,Beginner
4227,36,61,155,25.4,Weight Maintenance,Vegetarian,Advanced
4228,45,110,186,31.8,Fat Loss,Vegetarian,Beginner
4229,58,104,199,26.3,Fat Loss,Vegetarian,Beginner
4230,32,110,198,28.1,Fat Loss,Vegetarian,Advanced
4231,51,94,165,34.5,Weight Maintenance,Vegetarian,Intermediate
4232,59,92,183,27.5,Muscle Gain,Vegetarian,Advanced
4233,30,98,175,32.0,Muscle Gain,Vegetarian,Intermediate
4234,57,94,170,32.5,Weight Maintenance,Vegetarian,Beginner
4235,60,61,164,22.7,Weight Maintenance,Vegetarian,Advanced
4236,52,110,166,39.9,Fat Loss,Non-Vegetarian,Beginner
4237,39,75,187,21.4,Muscle Gain,Vegetarian,Beginner
4238,27,96,193,25.8,Weight Maintenance,Vegetarian,Beginner
4239,63,128,192,34.7,Fat Loss,Non-Vegetarian,Advanced
4240,27,69,152,29.9,Muscle Gain,Vegetarian,Advanced
4241,64,120,189,33.6,Weight Maintenance,Non-Vegetarian,Intermediate
4242,23,68,162,25.9,Fat Loss,Non-Vegetarian,Beginner
4243,33,124,158,49.7,Weight Maintenance,Non-Vegetarian,Intermediate
4244,56,128,176,41.3,Muscle Gain,Non-Vegetarian,Advanced
4245,23,122,199,30.8,Fat Loss,Non-Vegetarian,Advanced
4246,28,96,164,35.7,Weight Maintenance,Vegetarian,Beginner
4247,55,112,172,37.9,Muscle Gain,Vegetarian,Intermediate
4248,56,103,175,33.6,Fat Loss,Vegetarian,Intermediate
4249,33,54,198,13.8,Weight Maintenance,Non-Vegetarian,Advanced
4250,35,70,191,19.2,Weight Maintenance,Vegetarian,Beginner
4251,48,91,171,31.1,Weight Maintenance,Non-Vegetarian,Intermediate
4252,20,89,151,39.0,Weight Maintenance,Vegetarian,Beginner
4253,20,128,166,46.5,Muscle Gain,Vegetarian,Advanced
4254,24,91,194,24.2,Muscle Gain,Vegetarian,Beginner
4255,41,128,150,56.9,Fat Loss,Vegetarian,Advanced
4256,27,77,166,27.9,Weight Maintenance,Vegetarian,Intermediate
4257,43,99,175,32.3,Muscle Gain,Non-Vegetarian,Intermediate
4258,54,61,200,15.2,Weight Maintenance,Vegetarian,Beginner
4259,37,72,166,26.1,Fat Loss,Non-Vegetarian,Intermediate
4260,25,118,174,39.0,Fat Loss,Vegetarian,Intermediate
4261,54,53,193,14.2,Muscle Gain,Vegetarian,Beginner
4262,33,96,190,26.6,Fat Loss,Non-Vegetarian,Intermediate
4263,29,117,177,37.3,Fat Loss,Vegetarian,Advanced
4264,35,108,179,33.7,Fat Loss,Vegetarian,Advanced
4265,57,60,196,15.6,Fat Loss,Non-Vegetarian,Intermediate
4266,39,85,180,26.2,Weight Maintenance,Non-Vegetarian,Beginner
4267,50,101,157,41.0,Fat Loss,Vegetarian,Advanced
4268,61,91,179,28.4,Fat Loss,Non-Vegetarian,Advanced
4269,23,108,184,31.9,Weight Maintenance,Vegetarian,Beginner
4270,46,75,152,32.5,Weight Maintenance,Non-Vegetarian,Advanced
4271,61,91,171,31.1,Fat Loss,Vegetarian,Advanced
4272,58,118,164,43.9,Fat Loss,Vegetarian,Advanced
4273,63,127,150,56.4,Fat Loss,Vegetarian,Beginner
4274,61,127,177,40.5,Muscle Gain,Vegetarian,Advanced
4275,24,59,159,23.3,Muscle Gain,Non-Vegetarian,Advanced
4276,44,102,199,25.8,Fat Loss,Non-Vegetarian,Beginner
4277,64,112,199,28.3,Muscle Gain,Vegetarian,Beginner
4278,54,121,191,33.2,Weight Maintenance,Non-Vegetarian,Advanced
4279,56,84,183,25.1,Fat Loss,Non-Vegetarian,Intermediate
4280,35,96,174,31.7,Weight Maintenance,Vegetarian,Advanced
4281,42,118,164,43.9,Weight Maintenance,Non-Vegetarian,Advanced
4282,46,103,156,42.3,Weight Maintenance,Vegetarian,Beginner
4283,43,95,158,38.1,Muscle Gain,Vegetarian,Advanced
4284,65,78,192,21.2,Muscle Gain,Vegetarian,Intermediate
4285,20,114,179,35.6,Muscle Gain,Vegetarian,Intermediate
4286,42,125,186,36.1,Weight Maintenance,Vegetarian,Intermediate
4287,25,81,179,25.3,Muscle Gain,Vegetarian,Beginner
4288,25,61,186,17.6,Muscle Gain,Non-Vegetarian,Beginner
4289,53,64,179,20.0,Muscle Gain,Non-Vegetarian,Advanced
4290,46,63,167,22.6,Fat Loss,Vegetarian,Advanced
4291,57,64,170,22.1,Muscle Gain,Non-Vegetarian,Intermediate
4292,64,72,176,23.2,Weight Maintenance,Vegetarian,Advanced
4293,23,65,175,21.2,Muscle Gain,Vegetarian,Beginner
4294,29,79,199,19.9,Muscle Gain,Non-Vegetarian,Intermediate
4295,29,124,188,35.1,Fat Loss,Vegetarian,Advanced
4296,55,81,166,29.4,Muscle Gain,Vegetarian,Advanced
4297,54,89,154,37.5,Muscle Gain,Vegetarian,Beginner
4298,59,122,191,33.4,Fat Loss,Vegetarian,Beginner
4299,26,64,166,23.2,Muscle Gain,Non-Vegetarian,Beginner
4300,21,129,172,43.6,Weight Maintenance,Non-Vegetarian,Advanced
4301,52,75,160,29.3,Fat Loss,Non-Vegetarian,Intermediate
4302,42,73,189,20.4,Weight Maintenance,Vegetarian,Intermediate
4303,64,56,183,16.7,Weight Maintenance,Non-Vegetarian,Advanced
4304,49,104,174,34.4,Fat Loss,Vegetarian,Beginner
4305,26,97,176,31.3,Weight Maintenance,Vegetarian,Intermediate
4306,62,50,165,18.4,Fat Loss,Non-Vegetarian,Intermediate
4307,32,128,166,46.5,Weight Maintenance,Non-Vegetarian,Intermediate
4308,26,69,200,17.2,Fat Loss,Vegetarian,Beginner
4309,28,114,161,44.0,Muscle Gain,Vegetarian,Intermediate
4310,60,77,158,30.8,Muscle Gain,Non-Vegetarian,Intermediate
4311,43,50,193,13.4,Weight Maintenance,Vegetarian,Advanced
4312,50,86,184,25.4,Muscle Gain,Non-Vegetarian,Advanced
4313,45,65,171,22.2,Muscle Gain,Vegetarian,Advanced
4314,28,123,175,40.2,Fat Loss,Non-Vegetarian,Intermediate
4315,44,80,178,25.2,Fat Loss,Vegetarian,Advanced
4316,48,55,177,17.6,Muscle Gain,Non-Vegetarian,Intermediate
4317,56,80,178,25.2,Weight Maintenance,Non-Vegetarian,Beginner
4318,21,82,180,25.3,Fat Loss,Vegetarian,Beginner
4319,31,129,156,53.0,Fat Loss,Non-Vegetarian,Intermediate
4320,53,128,166,46.5,Fat Loss,Non-Vegetarian,Intermediate
4321,22,61,166,22.1,Muscle Gain,Vegetarian,Intermediate
4322,62,88,175,28.7,Muscle Gain,Vegetarian,Intermediate
4323,41,125,185,36.5,Weight Maintenance,Vegetarian,Beginner
4324,34,54,169,18.9,Weight Maintenance,Vegetarian,Advanced
4325,23,105,168,37.2,Weight Maintenance,Vegetarian,Advanced
4326,44,71,176,22.9,Weight Maintenance,Vegetarian,Beginner
4327,23,64,178,20.2,Fat Loss,Vegetarian,Intermediate
4328,52,57,200,14.2,Muscle Gain,Vegetarian,Intermediate
4329,64,102,154,43.0,Fat Loss,Vegetarian,Intermediate
4330,63,97,168,34.4,Weight Maintenance,Vegetarian,Intermediate
4331,32,58,189,16.2,Weight Maintenance,Non-Vegetarian,Intermediate
4332,29,102,176,32.9,Fat Loss,Vegetarian,Advanced
4333,53,93,186,26.9,Muscle Gain,Vegetarian,Intermediate
4334,22,107,187,30.6,Weight Maintenance,Vegetarian,Intermediate
4335,44,78,182,23.5,Weight Maintenance,Vegetarian,Beginner
4336,22,122,169,42.7,Weight Maintenance,Vegetarian,Intermediate
4337,25,68,176,22.0,Weight Maintenance,Vegetarian,Intermediate
4338,22,86,187,24.6,Muscle Gain,Vegetarian,Advanced
4339,34,56,195,14.7,Weight Maintenance,Vegetarian,Intermediate
4340,59,85,195,22.4,Muscle Gain,Vegetarian,Beginner
4341,53,106,181,32.4,Fat Loss,Non-Vegetarian,Intermediate
4342,22,91,169,31.9,Weight Maintenance,Vegetarian,Intermediate
4343,22,80,163,30.1,Muscle Gain,Vegetarian,Advanced
4344,60,118,179,36.8,Muscle Gain,Non-Vegetarian,Advanced
4345,54,70,174,23.1,Fat Loss,Vegetarian,Beginner
4346,38,124,196,32.3,Fat Loss,Vegetarian,Advanced
4347,22,104,181,31.7,Fat Loss,Vegetarian,Beginner
4348,30,121,169,42.4,Weight Maintenance,Vegetarian,Beginner
4349,33,69,174,22.8,Weight Maintenance,Vegetarian,Beginner
4350,36,111,167,39.8,Fat Loss,Vegetarian,Intermediate
4351,18,126,198,32.1,Muscle Gain,Vegetarian,Intermediate
4352,32,101,162,38.5,Muscle Gain,Vegetarian,Advanced
4353,58,108,184,31.9,Muscle Gain,Vegetarian,Intermediate
4354,25,127,184,37.5,Weight Maintenance,Non-Vegetarian,Beginner
4355,45,85,174,28.1,Weight Maintenance,Vegetarian,Beginner
4356,49,50,194,13.3,Fat Loss,Vegetarian,Advanced
4357,64,111,151,48.7,Muscle Gain,Vegetarian,Advanced
4358,40,69,151,30.3,Fat Loss,Non-Vegetarian,Intermediate
4359,23,68,151,29.8,Fat Loss,Non-Vegetarian,Intermediate
4360,60,69,152,29.9,Fat Loss,Vegetarian,Beginner
4361,58,122,188,34.5,Weight Maintenance,Vegetarian,Advanced
4362,27,91,182,27.5,Fat Loss,Vegetarian,Advanced
4363,54,119,197,30.7,Weight Maintenance,Non-Vegetarian,Intermediate
4364,50,106,190,29.4,Fat Loss,Non-Vegetarian,Advanced
4365,42,113,190,31.3,Weight Maintenance,Vegetarian,Advanced
4366,38,57,192,15.5,Muscle Gain,Non-Vegetarian,Beginner
4367,31,113,179,35.3,Fat Loss,Non-Vegetarian,Intermediate
4368,47,120,197,30.9,Fat Loss,Non-Vegetarian,Beginner
4369,27,108,186,31.2,Muscle Gain,Non-Vegetarian,Advanced
4370,43,121,194,32.2,Weight Maintenance,Vegetarian,Intermediate
4371,38,112,174,37.0,Muscle Gain,Non-Vegetarian,Beginner
4372,55,106,168,37.6,Fat Loss,Vegetarian,Advanced
4373,50,89,173,29.7,Muscle Gain,Vegetarian,Intermediate
4374,18,56,194,14.9,Muscle Gain,Non-Vegetarian,Intermediate
4375,33,58,154,24.5,Muscle Gain,Non-Vegetarian,Advanced
4376,24,53,166,19.2,Muscle Gain,Vegetarian,Advanced
4377,35,98,198,25.0,Muscle Gain,Vegetarian,Beginner
4378,25,119,159,47.1,Weight Maintenance,Vegetarian,Beginner
4379,41,58,192,15.7,Weight Maintenance,Non-Vegetarian,Beginner
4380,25,103,161,39.7,Weight Maintenance,Vegetarian,Advanced
4381,27,55,172,18.6,Muscle Gain,Non-Vegetarian,Advanced
4382,37,83,151,36.4,Weight Maintenance,Vegetarian,Advanced
4383,47,112,172,37.9,Weight Maintenance,Vegetarian,Advanced
4384,61,103,181,31.4,Weight Maintenance,Vegetarian,Advanced
4385,20,120,173,40.1,Muscle Gain,Vegetarian,Advanced
4386,43,88,179,27.5,Weight Maintenance,Non-Vegetarian,Advanced
4387,36,106,177,33.8,Muscle Gain,Non-Vegetarian,Intermediate
4388,29,99,200,24.8,Weight Maintenance,Non-Vegetarian,Advanced
4389,42,128,159,50.6,Muscle Gain,Non-Vegetarian,Advanced
4390,52,117,187,33.5,Weight Maintenance,Vegetarian,Advanced
4391,31,84,160,32.8,Muscle Gain,Vegetarian,Advanced
4392,41,124,196,32.3,Fat Loss,Vegetarian,Intermediate
4393,38,110,150,48.9,Fat Loss,Vegetarian,Advanced
4394,20,78,168,27.6,Fat Loss,Vegetarian,Intermediate
4395,18,119,174,39.3,Muscle Gain,Vegetarian,Advanced
4396,49,114,168,40.4,Fat Loss,Non-Vegetarian,Beginner
4397,36,128,170,44.3,Weight Maintenance,Non-Vegetarian,Intermediate
4398,32,105,185,30.7,Weight Maintenance,Non-Vegetarian,Advanced
4399,58,112,159,44.3,Muscle Gain,Vegetarian,Advanced
4400,49,53,174,17.5,Weight Maintenance,Non-Vegetarian,Intermediate
4401,43,106,184,31.3,Weight Maintenance,Vegetarian,Beginner
4402,57,55,194,14.6,Muscle Gain,Vegetarian,Advanced
4403,40,108,156,44.4,Fat Loss,Non-Vegetarian,Intermediate
